leak_ID,facility_ID,equipment_group,rate,lat,lon,status,days_active,days_active_prog_start,tagged,component,date_began,date_tagged,tagged_by_company,tagged_by_crew,init_detect_by,init_detect_date,requires_shutdown,date_repaired,repair_delay,OGI_sp_covered,cum_frac_leaks,cum_rate,cum_frac_rate
ABRAND00816_0000000005,ABRAND00816,1,0.29260802123446433,52.36,-114.45,active,16,0,False,unknown,2021-12-14 00:00:00,,,,,,False,,,,0.0,0.29260802123446433,0.056079932867923656
ABRAND00034_0000000007,ABRAND00034,1,0.2858157138655447,55.27,-119.83,active,232,0,False,unknown,2021-05-12 00:00:00,,,,,,False,,,1.0,0.0038910505836575876,0.578423735100009,0.11085808275785404
ABRAND01161_0000000005,ABRAND01161,1,0.2715345764608636,55.39,-110.45,active,15,0,False,unknown,2021-12-15 00:00:00,,,,,,False,,,,0.007782101167315175,0.8499583115608726,0.16289917430073947
ABRAND01008_0000000006,ABRAND01008,2,0.19001492351483432,52.77,-113.88,active,75,0,False,unknown,2021-10-16 00:00:00,,,,,,False,,,1.0,0.011673151750972763,1.039973235075707,0.1993165770419889
ABRAND00365_0000000005,ABRAND00365,3,0.13457543056080548,53.07,-116.08,active,103,0,True,unknown,2021-09-18 00:00:00,2021-12-22 13:00:00,OGI,3.0,OGI,2021-12-22 13:00:00,False,,,1.0,0.01556420233463035,1.1745486656365125,0.22510869675108794
ABRAND00277_0000000005,ABRAND00277,2,0.11026302925060624,54.0,-117.52,active,39,0,False,unknown,2021-11-21 00:00:00,,,,,,False,,,,0.019455252918287938,1.2848116948871187,0.24624121134211166
ABRAND00713_0000000008,ABRAND00713,2,0.10917230255690318,52.12,-114.9,active,31,0,False,unknown,2021-11-29 00:00:00,,,,,,False,,,1.0,0.023346303501945526,1.3939839974440218,0.26716468217725314
ABRAND00048_0000000007,ABRAND00048,1,0.10806138103589445,55.26,-119.71,active,32,0,False,unknown,2021-11-28 00:00:00,,,,,,False,,,,0.027237354085603113,1.5020453784799161,0.28787523880704624
ABRAND00072_0000000001,ABRAND00072,3,0.09016172319590769,54.84,-119.58,active,32,0,False,unknown,2021-11-28 00:00:00,,,,,,False,,,,0.0311284046692607,1.592207101675824,0.3051552277928276
ABRAND00033_0000000007,ABRAND00033,1,0.08500393940211153,57.85,-119.83,active,18,0,False,unknown,2021-12-12 00:00:00,,,,,,False,,,,0.03501945525291829,1.6772110410779355,0.32144669921274366
