datetime,active_leaks,new_leaks,n_tags,rolling_cost_estimate,cum_repaired_leaks,daily_emissions_kg,total_daily_cost,repair_cost,verification_cost,natural_redund_tags,natural_n_tags,OGI_prop_sites_avail,OGI_cost,OGI_sites_visited,OGI_travel_time,OGI_survey_time,OGI_redund_tags,OGI_missed_leaks,OGI_sites_vis_w_leaks,OGI_eff_flags,OGI_n_tags,OGI_flags_redund1,OGI_flags_redund2,OGI_flag_wo_vent
2017-01-01,316,1.0,1.0,5.796823658269441,2.0,1557.9484927200263,5800.0,400.0,0.0,0.0,2.0,0.726,5400.0,9.0,360.0,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-02,315,2.0,2.0,11.79353778751369,5.0,1470.5464620292844,6000.0,600.0,0.0,0.0,3.0,0.726,5400.0,9.0,360.0,1080.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2017-01-03,314,2.0,2.0,17.590361445783135,7.0,1482.543118100534,5800.0,400.0,0.0,0.0,2.0,0.356,5400.0,9.0,360.0,1080.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0
2017-01-04,314,1.0,1.0,23.387185104052573,9.0,1456.859764729116,5800.0,400.0,0.0,0.0,2.0,0.102,5400.0,9.0,360.0,1080.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2017-01-05,313,3.0,3.0,28.984118291347208,10.0,1466.4993760288373,5600.0,200.0,0.0,0.0,1.0,0.336,5400.0,9.0,360.0,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-06,315,0.0,0.0,34.58105147864184,11.0,1456.8695403725444,5600.0,200.0,0.0,0.0,1.0,1.0,5400.0,9.0,360.0,1080.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2017-01-07,314,0.0,0.0,40.17798466593647,12.0,1453.6429774567835,5600.0,200.0,0.0,0.0,1.0,0.898,5400.0,9.0,360.0,1080.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2017-01-08,313,3.0,3.0,46.17469879518072,15.0,1473.164709540218,6000.0,600.0,0.0,0.0,3.0,1.0,5400.0,9.0,360.0,1080.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
2017-01-09,313,2.0,2.0,51.97152245345017,17.0,1474.2568114898452,5800.0,400.0,0.0,0.0,2.0,0.0,5400.0,9.0,360.0,1080.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0
2017-01-10,313,1.0,1.0,57.568455640744794,18.0,1467.8381998681214,5600.0,200.0,0.0,0.0,1.0,0.274,5400.0,9.0,360.0,1080.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
