leak_ID,facility_ID,equipment_group,rate,lat,lon,status,days_active,days_active_prog_start,tagged,component,date_began,date_tagged,tagged_by_company,tagged_by_crew,init_detect_by,init_detect_date,requires_shutdown,date_repaired,repair_delay,OGI_sp_covered,cum_frac_leaks,cum_rate,cum_frac_rate
ABRAND00278_0000000010,ABRAND00278,1,0.38429661277463634,54.15,-117.51,active,43,0,False,unknown,2021-11-17 00:00:00,,,,,,False,,,0.0,0.0,0.38429661277463634,0.06186983939595561
ABRAND00608_0000000005,ABRAND00608,1,0.3078372547227072,52.49,-115.3,active,65,0,False,unknown,2021-10-26 00:00:00,,,,,,False,,,1.0,0.003787878787878788,0.6921338674973435,0.11143010320435627
ABRAND01076_0000000006,ABRAND01076,3,0.26572651056357005,52.95,-112.2,active,9,0,False,unknown,2021-12-21 00:00:00,,,,,,False,,,,0.007575757575757576,0.9578603780609136,0.15421074707502444
ABRAND00607_0000000003,ABRAND00607,1,0.24626449192028368,52.61,-115.3,active,11,0,False,unknown,2021-12-19 00:00:00,,,,,,False,,,,0.011363636363636364,1.2041248699811973,0.19385810293909925
ABRAND00442_0000000008,ABRAND00442,1,0.21957587990900237,53.86,-115.88,active,40,0,False,unknown,2021-11-20 00:00:00,,,,,,False,,,,0.015151515151515152,1.4237007498901997,0.22920872528029163
ABRAND00016_0000000003,ABRAND00016,2,0.19553533817660776,57.3,-119.9,active,48,0,False,unknown,2021-11-12 00:00:00,,,,,,False,,,,0.01893939393939394,1.6192360880668075,0.2606889402160269
ABRAND00171_0000000002,ABRAND00171,4,0.17051003942935458,54.42,-118.95,active,21,0,False,unknown,2021-12-09 00:00:00,,,,,,False,,,0.0,0.022727272727272728,1.7897461274961621,0.2881402067747534
ABRAND00740_0000000006,ABRAND00740,1,0.13656281603482884,52.29,-114.75,active,32,0,False,unknown,2021-11-28 00:00:00,,,,,,False,,,1.0,0.026515151515151516,1.926308943530991,0.3101261395534249
ABRAND01103_0000000007,ABRAND01103,2,0.12455434198047431,50.43,-111.23,active,4,0,False,unknown,2021-12-26 00:00:00,,,,,,False,,,,0.030303030303030304,2.0508632855114652,0.3301787678572814
ABRAND00836_0000000003,ABRAND00836,2,0.11748920389810676,52.38,-114.4,active,13,0,False,unknown,2021-12-17 00:00:00,,,,,,False,,,,0.03409090909090909,2.168352489409572,0.3490939441411727
