leak_ID,facility_ID,equipment_group,rate,lat,lon,status,days_active,days_active_prog_start,tagged,component,date_began,date_tagged,tagged_by_company,tagged_by_crew,init_detect_by,init_detect_date,requires_shutdown,date_repaired,repair_delay,cum_frac_leaks,cum_rate,cum_frac_rate
ABRAND00097_0000000005,ABRAND00097,1,1.896324072768096,55.37,-119.5,active,121,0,False,unknown,2021-08-31,,,,,,False,,,0.0,1.896324072768096,0.09786422586303165
ABRAND00592_0000000005,ABRAND00592,2,1.2688637780685874,52.83,-115.37,active,52,0,False,unknown,2021-11-08,,,,,,False,,,0.002976190476190476,3.1651878508366833,0.16334690002697957
ABRAND00001_0000000002,ABRAND00001,1,0.6543331720582225,55.05,-119.99,active,124,0,False,unknown,2021-08-28,,,,,,False,,,0.005952380952380952,3.819521022894906,0.19711528922772714
ABRAND00709_0000000006,ABRAND00709,1,0.6081023843188303,52.72,-114.93,active,132,0,False,unknown,2021-08-20,,,,,,False,,,0.008928571428571428,4.427623407213736,0.22849783082039712
ABRAND00274_0000000005,ABRAND00274,1,0.5881997755071756,54.85,-117.54,active,194,0,False,unknown,2021-06-19,,,,,,False,,,0.011904761904761904,5.015823182720911,0.2588532518739262
ABRAND00477_0000000005,ABRAND00477,1,0.5663047511494438,53.33,-115.79,active,188,0,False,unknown,2021-06-25,,,,,,False,,,0.01488095238095238,5.582127933870355,0.2880787291378931
ABRAND01157_0000000004,ABRAND01157,3,0.5385065887155547,54.71,-110.48,active,193,0,False,unknown,2021-06-20,,,,,,False,,,0.017857142857142856,6.12063452258591,0.3158696174061952
ABRAND00244_0000000005,ABRAND00244,3,0.4078911102621371,54.12,-118.13,active,178,0,False,unknown,2021-07-05,,,,,,False,,,0.020833333333333332,6.528525632848047,0.3369197893232493
ABRAND00037_0000000005,ABRAND00037,1,0.31087840067260925,54.95,-119.82,active,188,0,False,unknown,2021-06-25,,,,,,False,,,0.023809523809523808,6.8394040335206565,0.3529633941354542
ABRAND00297_0000000010,ABRAND00297,1,0.3069642193425407,53.99,-117.09,active,97,0,False,unknown,2021-09-24,,,,,,False,,,0.026785714285714284,7.146368252863197,0.36880499849253884
ABRAND00937_0000000003,ABRAND00937,3,0.26301888200242757,52.89,-114.18,active,238,0,False,unknown,2021-05-06,,,,,,False,,,0.02976190476190476,7.409387134865624,0.3823787012389024
ABRAND00750_0000000002,ABRAND00750,1,0.2562693165671432,51.97,-114.69,active,103,0,False,unknown,2021-09-18,,,,,,False,,,0.03273809523809523,7.665656451432767,0.39560407692148947
ABRAND00199_0000000008,ABRAND00199,1,0.24647495475646114,54.41,-118.77,active,170,0,False,unknown,2021-07-13,,,,,,False,,,0.03571428571428571,7.9121314061892285,0.4083239917231071
