datetime,active_leaks,new_leaks,n_tags,rolling_cost_estimate,cum_repaired_leaks,daily_emissions_kg,total_daily_cost,repair_cost,verification_cost,natural_redund_tags,natural_n_tags
2017-01-01,339,3.0,3.0,0.1998904709748083,1.0,1389.4927770309419,200.0,200.0,0.0,0.0,1.0
2017-01-02,341,1.0,1.0,0.5996714129244249,3.0,1389.003495784754,400.0,400.0,0.0,0.0,2.0
2017-01-03,340,2.0,2.0,0.7995618838992332,4.0,1392.0838215157098,200.0,200.0,0.0,0.0,1.0
2017-01-04,341,4.0,4.0,0.9994523548740416,5.0,1416.3191220533952,200.0,200.0,0.0,0.0,1.0
2017-01-05,344,1.0,1.0,1.1993428258488499,6.0,1414.398489816914,200.0,200.0,0.0,0.0,1.0
2017-01-06,344,2.0,2.0,1.3992332968236583,7.0,1415.431054034453,200.0,200.0,0.0,0.0,1.0
2017-01-07,345,2.0,2.0,1.7990142387732748,9.0,1406.4222633033141,400.0,400.0,0.0,0.0,2.0
2017-01-08,345,0.0,0.0,2.598576122672508,13.0,1403.1658798210678,800.0,800.0,0.0,0.0,4.0
2017-01-09,341,2.0,2.0,2.7984665936473165,14.0,1355.4643219088189,200.0,200.0,0.0,0.0,1.0
2017-01-10,342,1.0,1.0,3.198247535596933,16.0,1349.7999852262883,400.0,400.0,0.0,0.0,2.0
2017-01-11,341,3.0,3.0,3.3981380065717417,17.0,1359.9014163233676,200.0,200.0,0.0,0.0,1.0
2017-01-12,343,3.0,3.0,3.3981380065717417,17.0,1374.6175235453366,0.0,0.0,0.0,0.0,0.0
2017-01-13,346,1.0,1.0,3.3981380065717417,17.0,1375.3644058239543,0.0,0.0,0.0,0.0,0.0
2017-01-14,347,1.0,1.0,3.3981380065717417,17.0,1375.892136725078,0.0,0.0,0.0,0.0,0.0
2017-01-15,348,2.0,2.0,3.5980284775465496,18.0,1376.3766400986433,200.0,200.0,0.0,0.0,1.0
2017-01-16,349,2.0,2.0,3.797918948521358,19.0,1387.7784213214898,200.0,200.0,0.0,0.0,1.0
2017-01-17,350,3.0,3.0,4.197699890470974,21.0,1389.9724891818614,400.0,400.0,0.0,0.0,2.0
2017-01-18,351,0.0,0.0,4.397590361445784,22.0,1358.353868578861,200.0,200.0,0.0,0.0,1.0
2017-01-19,350,1.0,1.0,4.597480832420591,23.0,1361.2503988823585,200.0,200.0,0.0,0.0,1.0
2017-01-20,350,0.0,0.0,4.7973713033953995,24.0,1353.5247248782232,200.0,200.0,0.0,0.0,1.0
