datetime,active_leaks,new_leaks,n_tags,rolling_cost_estimate,cum_repaired_leaks,daily_emissions_kg,total_daily_cost,repair_cost,verification_cost,natural_redund_tags,natural_n_tags,OGI_prop_sites_avail,OGI_cost,OGI_sites_visited,OGI_travel_time,OGI_survey_time,OGI_redund_tags,OGI_missed_leaks,OGI_sites_vis_w_leaks,OGI_eff_flags,OGI_n_tags,OGI_flags_redund1,OGI_flags_redund2,OGI_flag_wo_vent
2017-01-01,1653,8.0,8.0,8.595290251916758,16.0,7249.106959171208,8600.0,3200.0,0.0,0.0,16.0,0.714,5400.0,9.0,360.0,1080.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0
2017-01-02,1645,8.0,8.0,16.590909090909093,29.0,7225.023009408736,8000.0,2600.0,0.0,0.0,13.0,0.714,5400.0,9.0,360.0,1080.0,0.0,0.0,6.0,0.0,10.0,0.0,0.0,0.0
2017-01-03,1640,18.0,18.0,25.985761226725085,49.0,7147.487712081706,9400.0,4000.0,0.0,0.0,20.0,0.368,5400.0,9.0,360.0,1080.0,0.0,0.0,5.0,0.0,9.0,0.0,0.0,0.0
2017-01-04,1638,8.0,8.0,34.181270536692224,63.0,7121.009058262693,8200.0,2800.0,0.0,0.0,14.0,0.104,5400.0,9.0,360.0,1080.0,0.0,0.0,6.0,0.0,10.0,0.0,0.0,0.0
2017-01-05,1632,19.0,19.0,43.1763417305586,81.0,7116.4847319658675,9000.0,3600.0,0.0,0.0,18.0,0.346,5400.0,9.0,360.0,1080.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0
2017-01-06,1633,11.0,11.0,50.372398685651696,90.0,7129.457466733109,7200.0,1800.0,0.0,0.0,9.0,1.0,5400.0,9.0,360.0,1080.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0
2017-01-07,1635,10.0,10.0,58.56790799561883,104.0,7126.81876143732,8200.0,2800.0,0.0,0.0,14.0,0.896,5400.0,9.0,360.0,1080.0,0.0,0.0,6.0,0.0,14.0,0.0,0.0,0.0
2017-01-08,1631,17.0,17.0,66.36363636363637,116.0,7131.215980983321,7800.0,2400.0,0.0,0.0,11.0,1.0,5400.0,9.0,360.0,1080.0,0.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0
2017-01-09,1636,15.0,15.0,73.75958378970428,126.0,7159.693523672736,7400.0,2000.0,0.0,0.0,9.0,0.0,5400.0,9.0,360.0,1080.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0
2017-01-10,1641,18.0,18.0,81.35542168674698,137.0,7487.55905227462,7600.0,2200.0,0.0,0.0,11.0,0.286,5400.0,9.0,360.0,1080.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
