datetime,active_leaks,new_leaks,n_tags,rolling_cost_estimate,cum_repaired_leaks,daily_emissions_kg,total_daily_cost,repair_cost,verification_cost,natural_redund_tags,natural_n_tags
2017-01-01,4876,14.0,14.0,2.998357064622125,15.0,21653.689295629727,3000.0,3000.0,0.0,0.0,15.0
2017-01-02,4875,9.0,9.0,5.397042716319825,27.0,21682.904091197244,2400.0,2400.0,0.0,0.0,12.0
2017-01-03,4872,14.0,14.0,8.395399780941949,42.0,21643.158198065004,3000.0,3000.0,0.0,0.0,15.0
2017-01-04,4871,20.0,20.0,11.593647316538881,58.0,21643.72151887159,3200.0,3200.0,0.0,0.0,16.0
2017-01-05,4875,15.0,15.0,13.992332968236584,70.0,21678.220900059223,2400.0,2400.0,0.0,0.0,12.0
2017-01-06,4878,21.0,21.0,16.99069003285871,85.0,21730.53787597243,3000.0,3000.0,0.0,0.0,15.0
2017-01-07,4884,9.0,9.0,20.18893756845564,101.0,21743.351058018783,3200.0,3200.0,0.0,0.0,16.0
2017-01-08,4877,15.0,15.0,22.58762322015334,113.0,21766.21506351627,2400.0,2400.0,0.0,0.0,12.0
2017-01-09,4880,13.0,13.0,24.986308871851044,125.0,21866.228743308282,2400.0,2400.0,0.0,0.0,12.0
2017-01-10,4881,9.0,9.0,27.984665936473167,140.0,21821.79710652153,3000.0,3000.0,0.0,0.0,15.0
2017-01-11,4875,19.0,19.0,30.783132530120483,154.0,21892.80595743989,2800.0,2800.0,0.0,0.0,14.0
2017-01-12,4880,12.0,12.0,33.38170865279299,167.0,21855.63364271455,2600.0,2600.0,0.0,0.0,13.0
2017-01-13,4879,14.0,14.0,35.9802847754655,180.0,21865.23399234634,2600.0,2600.0,0.0,0.0,13.0
2017-01-14,4880,13.0,13.0,38.179079956188396,191.0,21868.50978238804,2200.0,2200.0,0.0,0.0,11.0
2017-01-15,4882,11.0,11.0,41.77710843373494,209.0,21857.693458049398,3600.0,3600.0,0.0,0.0,18.0
2017-01-16,4875,14.0,14.0,44.775465498357065,224.0,21857.25689282764,3000.0,3000.0,0.0,0.0,15.0
2017-01-17,4874,7.0,7.0,47.57393209200438,238.0,21753.174170130897,2800.0,2800.0,0.0,0.0,14.0
2017-01-18,4867,9.0,9.0,49.572836801752466,248.0,21710.831105541987,2000.0,2000.0,0.0,0.0,10.0
2017-01-19,4866,8.0,8.0,52.571193866374585,263.0,21707.241593452567,3000.0,3000.0,0.0,0.0,15.0
2017-01-20,4859,20.0,20.0,54.37020810514787,272.0,21708.001500802555,1800.0,1800.0,0.0,0.0,9.0
2017-01-21,4870,5.0,5.0,57.16867469879517,286.0,21690.131889221473,2800.0,2800.0,0.0,0.0,14.0
2017-01-22,4861,17.0,17.0,59.767250821467684,299.0,21696.6653868403,2600.0,2600.0,0.0,0.0,13.0
2017-01-23,4865,9.0,9.0,62.76560788608981,314.0,21689.191302998912,3000.0,3000.0,0.0,0.0,15.0
2017-01-24,4859,12.0,12.0,65.36418400876232,327.0,21737.201290973357,2600.0,2600.0,0.0,0.0,13.0
2017-01-25,4858,16.0,16.0,68.36254107338445,342.0,21800.580796457907,3000.0,3000.0,0.0,0.0,15.0
2017-01-26,4859,17.0,17.0,70.36144578313254,352.0,21961.797343830298,2000.0,2000.0,0.0,0.0,10.0
2017-01-27,4866,16.0,16.0,73.15991237677984,366.0,21962.069979041702,2800.0,2800.0,0.0,0.0,14.0
2017-01-28,4868,20.0,20.0,76.15826944140198,381.0,21963.153377709183,3000.0,3000.0,0.0,0.0,15.0
