leak_ID,facility_ID,equipment_group,rate,lat,lon,status,days_active,days_active_prog_start,tagged,component,date_began,date_tagged,tagged_by_company,tagged_by_crew,init_detect_by,init_detect_date,requires_shutdown,date_repaired,repair_delay,OGI_sp_covered,cum_frac_leaks,cum_rate,cum_frac_rate
ABRAND00488_0000000004,ABRAND00488,1,0.40828027990627147,53.09,-115.75,active,28,0,False,unknown,2021-12-02 00:00:00,,,,,,False,,,,0.0,0.40828027990627147,0.10946539849532622
ABRAND00715_0000000010,ABRAND00715,1,0.29221811603385234,52.8,-114.88,active,17,0,False,unknown,2021-12-13 00:00:00,,,,,,False,,,,0.007874015748031496,0.7004983959401239,0.18781298003059538
ABRAND00340_0000000004,ABRAND00340,1,0.25924711916661547,53.43,-116.21,active,69,0,False,unknown,2021-10-22 00:00:00,,,,,,False,,,0.0,0.015748031496062992,0.9597455151067393,0.25732059674638125
ABRAND01113_0000000003,ABRAND01113,4,0.22986435888581658,50.22,-110.96,active,28,0,False,unknown,2021-12-02 00:00:00,,,,,,False,,,,0.023622047244094488,1.189609873992556,0.31895030281762493
ABRAND00625_0000000007,ABRAND00625,2,0.19451116452711073,52.75,-115.24,active,73,0,False,unknown,2021-10-18 00:00:00,,,,,,False,,,0.0,0.031496062992125984,1.3841210385196667,0.3711013450909333
ABRAND00800_0000000007,ABRAND00800,4,0.1354532412575833,52.06,-114.5,active,24,0,False,unknown,2021-12-06 00:00:00,,,,,,False,,,,0.03937007874015748,1.51957427977725,0.4074181690020681
ABRAND00373_0000000003,ABRAND00373,4,0.12886479689236285,53.25,-116.07,active,3,0,False,unknown,2021-12-27 00:00:00,,,,,,False,,,,0.047244094488188976,1.6484390766696129,0.4419685429439106
ABRAND00450_0000000003,ABRAND00450,3,0.10639135212165152,54.04,-115.85,active,36,0,False,unknown,2021-11-24 00:00:00,,,,,,False,,,,0.05511811023622047,1.7548304287912644,0.47049348605193125
ABRAND00881_0000000002,ABRAND00881,1,0.08012685808548647,52.61,-114.29,active,9,0,False,unknown,2021-12-21 00:00:00,,,,,,False,,,,0.06299212598425197,1.834957286876751,0.4919765673619564
ABRAND01041_0000000004,ABRAND01041,2,0.06756789311617478,56.11,-113.12,active,83,0,False,unknown,2021-10-08 00:00:00,,,,,,False,,,1.0,0.07086614173228346,1.9025251799929257,0.5100924223504698
ABRAND00423_0000000007,ABRAND00423,1,0.050062976523061714,53.21,-115.92,active,56,0,False,unknown,2021-11-04 00:00:00,,,,,,False,,,,0.07874015748031496,1.9525881565159875,0.5235149752991872
ABRAND00115_0000000006,ABRAND00115,1,0.04945002022350772,54.86,-119.36,active,58,0,False,unknown,2021-11-02 00:00:00,,,,,,False,,,1.0,0.08661417322834646,2.0020381767394952,0.5367731864736551
ABRAND00122_0000000010,ABRAND00122,5,0.046131303184529175,54.73,-119.3,active,33,0,False,unknown,2021-11-27 00:00:00,,,,,,False,,,,0.09448818897637795,2.048169479924024,0.5491416052651835
ABRAND00221_0000000004,ABRAND00221,1,0.04351430610740993,54.4,-118.68,active,29,0,False,unknown,2021-12-01 00:00:00,,,,,,False,,,,0.10236220472440945,2.0916837860314343,0.5608083721719486
ABRAND00525_0000000006,ABRAND00525,3,0.041453944238442626,53.94,-115.62,active,102,0,False,unknown,2021-09-19 00:00:00,,,,,,False,,,0.0,0.11023622047244094,2.133137730269877,0.5719227285310308
ABRAND00582_0000000005,ABRAND00582,4,0.04140670980265746,53.3,-115.4,active,67,0,False,unknown,2021-10-24 00:00:00,,,,,,False,,,1.0,0.11811023622047244,2.1745444400725344,0.5830244207067312
ABRAND00278_0000000004,ABRAND00278,3,0.04047402097260098,54.15,-117.51,active,85,0,False,unknown,2021-10-06 00:00:00,,,,,,False,,,0.0,0.12598425196850394,2.2150184610451356,0.5938760465444795
ABRAND00077_0000000010,ABRAND00077,2,0.0399059420416743,57.41,-119.56,active,17,0,False,unknown,2021-12-13 00:00:00,,,,,,False,,,,0.13385826771653542,2.25492440308681,0.6045753628301598
ABRAND00544_0000000003,ABRAND00544,5,0.03838649163328135,53.84,-115.57,active,49,0,False,unknown,2021-11-11 00:00:00,,,,,,False,,,0.0,0.14173228346456693,2.2933108947200913,0.6148672941584112
ABRAND00790_0000000009,ABRAND00790,2,0.037839280146860894,52.1,-114.53,active,1,0,False,unknown,2021-12-29 00:00:00,,,,,,False,,,,0.14960629921259844,2.331150174866952,0.6250125107752983
ABRAND00550_0000000008,ABRAND00550,3,0.03618453027010757,54.11,-115.54,active,27,0,False,unknown,2021-12-03 00:00:00,,,,,,False,,,,0.15748031496062992,2.3673347051370595,0.6347140668394139
