leak_ID,facility_ID,equipment_group,rate,lat,lon,status,days_active,days_active_prog_start,tagged,component,date_began,date_tagged,tagged_by_company,tagged_by_crew,init_detect_by,init_detect_date,requires_shutdown,date_repaired,repair_delay,OGI_sp_covered,cum_frac_leaks,cum_rate,cum_frac_rate
ABRAND00905_0000000022,ABRAND00905,5,1.6504850666989026,52.44,-114.24,active,20,0,False,unknown,2021-12-10 00:00:00,,,,,,False,,,,0.0,1.6504850666989026,0.07287804016828892
ABRAND00171_0000000031,ABRAND00171,1,0.7494028229031032,54.42,-118.95,active,68,0,True,unknown,2021-10-23 00:00:00,2021-12-20 08:00:00,OGI,2.0,OGI,2021-12-20 08:00:00,False,,,1.0,0.0014534883720930232,2.399887889602006,0.10596831776710156
ABRAND00566_0000000018,ABRAND00566,3,0.6551148168479031,53.16,-115.48,active,22,0,False,unknown,2021-12-08 00:00:00,,,,,,False,,,,0.0029069767441860465,3.0550027064499092,0.1348952586406554
ABRAND00508_0000000032,ABRAND00508,1,0.47126423058311573,52.83,-115.7,active,114,0,False,unknown,2021-09-07 00:00:00,,,,,,False,,,1.0,0.00436046511627907,3.526266937033025,0.15570417973862472
ABRAND01132_0000000032,ABRAND01132,3,0.4330974363615201,50.55,-110.71,active,71,0,True,unknown,2021-10-20 00:00:00,2021-12-16 08:00:00,OGI,3.0,OGI,2021-12-16 08:00:00,False,,,1.0,0.005813953488372093,3.9593643733945454,0.17482782587198042
ABRAND00346_0000000027,ABRAND00346,1,0.380901497947604,53.11,-116.19,active,14,0,False,unknown,2021-12-16 00:00:00,,,,,,False,,,,0.007267441860465116,4.340265871342149,0.19164673276648977
ABRAND00605_0000000025,ABRAND00605,2,0.3649569859515726,52.32,-115.31,active,66,0,False,unknown,2021-10-25 00:00:00,,,,,,False,,,1.0,0.00872093023255814,4.705222857293721,0.2077616013093922
ABRAND00126_0000000031,ABRAND00126,2,0.3217127952799524,54.9,-119.29,active,26,0,True,unknown,2021-12-04 00:00:00,2021-12-16 08:00:00,OGI,1.0,OGI,2021-12-16 08:00:00,False,,,1.0,0.010174418604651164,5.026935652573674,0.22196699976474343
ABRAND00209_0000000027,ABRAND00209,3,0.3118159902051924,54.25,-118.72,active,38,0,False,unknown,2021-11-22 00:00:00,,,,,,False,,,,0.011627906976744186,5.338751642778867,0.23573539956295528
ABRAND00094_0000000022,ABRAND00094,1,0.2921132869052995,54.65,-119.51,active,40,0,False,unknown,2021-11-20 00:00:00,,,,,,False,,,,0.013081395348837208,5.630864929684166,0.24863381608686497
