leak_ID,facility_ID,equipment_group,rate,lat,lon,status,days_active,days_active_prog_start,tagged,component,date_began,date_tagged,tagged_by_company,tagged_by_crew,init_detect_by,init_detect_date,requires_shutdown,date_repaired,repair_delay,cum_frac_leaks,cum_rate,cum_frac_rate
ABRAND00305_0000000019,ABRAND00305,2,4.316024046575894,53.25,-116.61,active,332,0,False,unknown,2021-02-01,,,,,,False,,,0.0,4.316024046575894,0.03515776023883189
ABRAND00214_0000000023,ABRAND00214,1,2.407535852067418,54.45,-118.7,active,354,0,False,unknown,2021-01-10,,,,,,False,,,0.00041999160016799666,6.7235598986433125,0.054769228418794856
ABRAND00636_0000000030,ABRAND00636,3,1.977781674013456,52.53,-115.2,active,68,0,False,unknown,2021-10-23,,,,,,False,,,0.0008399832003359933,8.70134157265677,0.07087997598399566
ABRAND00281_0000000027,ABRAND00281,3,1.8323276201666712,54.34,-117.45,active,141,0,False,unknown,2021-08-11,,,,,,False,,,0.00125997480050399,10.53366919282344,0.08580587409151827
ABRAND00333_0000000024,ABRAND00333,3,1.75975159617609,53.15,-116.24,active,260,0,False,unknown,2021-04-14,,,,,,False,,,0.0016799664006719867,12.29342078899953,0.10014057752009259
ABRAND00680_0000000034,ABRAND00680,4,1.4298745854818127,52.66,-115.06,active,128,0,False,unknown,2021-08-24,,,,,,False,,,0.0020999580008399833,13.723295374481342,0.11178814651078235
ABRAND01073_0000000023,ABRAND01073,2,1.3532286133196445,50.15,-112.32,active,269,0,False,unknown,2021-04-05,,,,,,False,,,0.00251994960100798,15.076523987800986,0.1228113675637706
ABRAND00797_0000000036,ABRAND00797,2,0.8696826830676541,52.21,-114.51,active,33,0,False,unknown,2021-11-27,,,,,,False,,,0.0029399412011759767,15.94620667086864,0.1298956875131495
ABRAND00942_0000000022,ABRAND00942,4,0.8013617683207019,52.87,-114.17,active,217,0,False,unknown,2021-05-27,,,,,,False,,,0.0033599328013439733,16.747568439189344,0.13642347433990212
ABRAND00674_0000000032,ABRAND00674,1,0.7751718972162513,52.92,-115.08,active,274,0,False,unknown,2021-03-31,,,,,,False,,,0.00377992440151197,17.522740336405594,0.14273792194540855
ABRAND00182_0000000032,ABRAND00182,1,0.7256952132702263,54.95,-118.88,active,158,0,False,unknown,2021-07-25,,,,,,False,,,0.004199916001679967,18.24843554967582,0.1486493390365306
ABRAND00420_0000000028,ABRAND00420,1,0.7239848089411769,52.87,-115.92,active,201,0,False,unknown,2021-06-12,,,,,,False,,,0.004619907601847963,18.972420358616993,0.15454682340052622
ABRAND00330_0000000030,ABRAND00330,3,0.7165930130751293,53.2,-116.25,active,136,0,False,unknown,2021-08-16,,,,,,False,,,0.00503989920201596,19.689013371692123,0.16038409517441843
ABRAND00918_0000000027,ABRAND00918,1,0.672738733776014,52.78,-114.22,active,278,0,False,unknown,2021-03-27,,,,,,False,,,0.005459890802183957,20.36175210546814,0.1658641357975092
