leak_ID,facility_ID,equipment_group,rate,lat,lon,status,days_active,days_active_prog_start,tagged,component,date_began,date_tagged,tagged_by_company,tagged_by_crew,init_detect_by,init_detect_date,requires_shutdown,date_repaired,repair_delay,cum_frac_leaks,cum_rate,cum_frac_rate
ABRAND00267_0000000003,ABRAND00267,1,0.5376263370488523,54.17,-117.59,active,32,0,False,unknown,2021-11-28,,,,,,False,,,0.0,0.5376263370488523,0.06276034926914632
ABRAND00886_0000000001,ABRAND00886,2,0.5251873053989922,52.15,-114.28,active,70,0,False,unknown,2021-10-21,,,,,,False,,,0.0058823529411764705,1.0628136424478445,0.12406861571214148
ABRAND00143_0000000005,ABRAND00143,1,0.5156628827003001,54.51,-119.17,active,72,0,False,unknown,2021-10-19,,,,,,False,,,0.011764705882352941,1.5784765251481447,0.18426503912594633
ABRAND00146_0000000005,ABRAND00146,1,0.44260593401865245,54.43,-119.15,active,110,0,False,unknown,2021-09-11,,,,,,False,,,0.01764705882352941,2.0210824591667973,0.23593308641709543
ABRAND00935_0000000008,ABRAND00935,3,0.39281794489014693,52.76,-114.18,active,21,0,False,unknown,2021-12-09,,,,,,False,,,0.023529411764705882,2.4139004040569443,0.2817890828993766
ABRAND00303_0000000005,ABRAND00303,3,0.35978518120663205,54.11,-116.81,active,96,0,False,unknown,2021-09-25,,,,,,False,,,0.029411764705882353,2.7736855852635762,0.32378896660734224
ABRAND00913_0000000005,ABRAND00913,2,0.32742705950680717,52.85,-114.23,active,86,0,False,unknown,2021-10-05,,,,,,False,,,0.03529411764705882,3.1011126447703834,0.3620114925490903
ABRAND00700_0000000004,ABRAND00700,1,0.30601261250138007,52.87,-114.98,active,83,0,False,unknown,2021-10-08,,,,,,False,,,0.041176470588235294,3.4071252572717636,0.39773418155791657
ABRAND00030_0000000002,ABRAND00030,2,0.2890819789383751,54.68,-119.85,active,50,0,False,unknown,2021-11-10,,,,,,False,,,0.047058823529411764,3.696207236210139,0.43148045608973856
ABRAND00259_0000000004,ABRAND00259,2,0.22929306983543185,53.21,-117.7,active,66,0,False,unknown,2021-10-25,,,,,,False,,,0.052941176470588235,3.9255003060455707,0.4582472123964685
ABRAND00248_0000000006,ABRAND00248,1,0.19338472246238703,54.07,-117.94,active,21,0,False,unknown,2021-12-09,,,,,,False,,,0.058823529411764705,4.1188850285079575,0.48082217178495074
