datetime,active_leaks,new_leaks,n_tags,rolling_cost_estimate,cum_repaired_leaks,daily_emissions_kg,total_daily_cost,repair_cost,verification_cost,natural_redund_tags,natural_n_tags,OGI_prop_sites_avail,OGI_cost,OGI_sites_visited,OGI_travel_time,OGI_survey_time,OGI_redund_tags,OGI_missed_leaks,OGI_sites_vis_w_leaks,OGI_eff_flags,OGI_n_tags,OGI_flags_redund1,OGI_flags_redund2,OGI_flag_wo_vent
2017-01-01,1646,5.0,5.0,6.196604600219058,4.0,7377.78715296631,6200.0,800.0,0.0,0.0,4.0,0.742,5400.0,9.0,360.0,1080.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0
2017-01-02,1647,7.0,7.0,13.992332968236584,16.0,7320.9102654720045,7800.0,2400.0,0.0,0.0,12.0,0.742,5400.0,9.0,360.0,1080.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0
2017-01-03,1642,9.0,9.0,20.38882803943045,21.0,7345.839458059728,6400.0,1000.0,0.0,0.0,5.0,0.326,5400.0,9.0,360.0,1080.0,0.0,0.0,6.0,0.0,7.0,0.0,0.0,0.0
2017-01-04,1646,2.0,2.0,26.585432639649508,25.0,7350.07604895035,6200.0,800.0,0.0,0.0,4.0,0.086,5400.0,9.0,360.0,1080.0,0.0,0.0,6.0,0.0,10.0,0.0,0.0,0.0
2017-01-05,1644,8.0,8.0,33.98138006571742,35.0,7351.79864205275,7400.0,2000.0,0.0,0.0,10.0,0.308,5400.0,9.0,360.0,1080.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,0.0
2017-01-06,1642,7.0,7.0,40.7776560788609,42.0,7303.325285872755,6800.0,1400.0,0.0,0.0,7.0,1.0,5400.0,9.0,360.0,1080.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0
2017-01-07,1642,3.0,3.0,47.374041621029576,48.0,7302.035679267606,6600.0,1200.0,0.0,0.0,5.0,0.914,5400.0,9.0,360.0,1080.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0
2017-01-08,1639,5.0,5.0,52.97097480832421,49.0,7245.039570116183,5600.0,200.0,0.0,0.0,1.0,1.0,5400.0,9.0,360.0,1080.0,0.0,0.0,6.0,0.0,13.0,0.0,0.0,0.0
2017-01-09,1643,13.0,13.0,58.56790799561883,50.0,7323.046444345995,5600.0,200.0,0.0,0.0,1.0,0.0,5400.0,9.0,360.0,1080.0,0.0,0.0,7.0,0.0,10.0,0.0,0.0,0.0
2017-01-10,1655,4.0,4.0,65.36418400876232,57.0,7405.835940241107,6800.0,1400.0,0.0,0.0,7.0,0.258,5400.0,9.0,360.0,1080.0,0.0,0.0,7.0,0.0,10.0,0.0,0.0,0.0
2017-01-11,1652,7.0,7.0,72.96002190580504,68.0,7415.804937770348,7600.0,2200.0,0.0,0.0,11.0,0.0,5400.0,9.0,360.0,1080.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0
2017-01-12,1648,3.0,3.0,79.95618838992334,76.0,7402.804971803871,7000.0,1600.0,0.0,0.0,8.0,0.76,5400.0,9.0,360.0,1080.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0
2017-01-13,1643,11.0,11.0,85.75301204819277,78.0,7451.637796979936,5800.0,400.0,0.0,0.0,1.0,0.068,5400.0,9.0,360.0,1080.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0
2017-01-14,1652,11.0,11.0,91.94961664841183,82.0,7481.975995305538,6200.0,800.0,0.0,0.0,4.0,0.068,5400.0,9.0,360.0,1080.0,0.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0
2017-01-15,1659,3.0,3.0,98.94578313253012,90.0,7463.349298297171,7000.0,1600.0,0.0,0.0,8.0,0.742,5400.0,9.0,360.0,1080.0,0.0,0.0,6.0,0.0,10.0,0.0,0.0,0.0
2017-01-16,1654,11.0,11.0,105.94194961664842,98.0,7436.214374781921,7000.0,1600.0,0.0,0.0,7.0,0.742,5400.0,9.0,360.0,1080.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0
2017-01-17,1657,3.0,3.0,113.73767798466594,110.0,7342.220901783121,7800.0,2400.0,0.0,0.0,9.0,0.068,5400.0,9.0,360.0,1080.0,0.0,0.0,6.0,0.0,10.0,0.0,0.0,0.0
2017-01-18,1648,11.0,11.0,121.13362541073384,120.0,7198.3479647633585,7400.0,2000.0,0.0,0.0,6.0,0.068,5400.0,9.0,360.0,1080.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0
2017-01-19,1649,4.0,4.0,129.7289156626506,136.0,7060.225507961913,8600.0,3200.0,0.0,0.0,8.0,0.932,5400.0,9.0,360.0,1080.0,0.0,0.0,6.0,0.0,11.0,0.0,0.0,0.0
2017-01-20,1637,7.0,7.0,138.32420591456736,152.0,6896.222084151924,8600.0,3200.0,0.0,0.0,7.0,1.0,5400.0,9.0,360.0,1080.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0
2017-01-21,1628,5.0,5.0,146.91949616648412,168.0,6771.539500749001,8600.0,3200.0,0.0,0.0,5.0,0.0,5400.0,9.0,360.0,1080.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0
2017-01-22,1617,11.0,11.0,155.11500547645127,182.0,6698.777247474492,8200.0,2800.0,0.0,0.0,5.0,0.0,5400.0,9.0,360.0,1080.0,0.0,0.0,6.0,0.0,10.0,0.0,0.0,0.0
