datetime,active_leaks,new_leaks,n_tags,rolling_cost_estimate,cum_repaired_leaks,daily_emissions_kg,total_daily_cost,repair_cost,verification_cost,natural_redund_tags,natural_n_tags,OGI_prop_sites_avail,OGI_cost,OGI_sites_visited,OGI_travel_time,OGI_survey_time,OGI_redund_tags,OGI_missed_leaks,OGI_sites_vis_w_leaks,OGI_eff_flags,OGI_n_tags,OGI_flags_redund1,OGI_flags_redund2,OGI_flag_wo_vent
2017-01-01,3274,16.0,16.0,7.196056955093099,9.0,13737.50966036901,7200.0,1800.0,0.0,0.0,9.0,0.722,5400.0,9.0,360.0,1080.0,0.0,0.0,6.0,0.0,13.0,0.0,0.0,0.0
2017-01-02,3281,17.0,17.0,14.192223439211391,17.0,13769.501595086867,7000.0,1600.0,0.0,0.0,8.0,0.722,5400.0,9.0,360.0,1080.0,0.0,0.0,8.0,0.0,14.0,0.0,0.0,0.0
2017-01-03,3290,13.0,13.0,23.986856516977,39.0,13669.575758989678,9800.0,4400.0,0.0,0.0,22.0,0.352,5400.0,9.0,360.0,1080.0,0.0,0.0,7.0,0.0,14.0,0.0,0.0,0.0
2017-01-04,3281,11.0,11.0,31.98247535596933,52.0,13637.832454346872,8000.0,2600.0,0.0,0.0,13.0,0.098,5400.0,9.0,360.0,1080.0,0.0,0.0,7.0,0.0,12.0,0.0,0.0,0.0
2017-01-05,3279,18.0,18.0,40.37787513691128,67.0,13639.41295727835,8400.0,3000.0,0.0,0.0,15.0,0.328,5400.0,9.0,360.0,1080.0,0.0,0.0,9.0,0.0,18.0,0.0,0.0,0.0
2017-01-06,3282,14.0,14.0,47.77382256297919,77.0,13693.400766231764,7400.0,2000.0,0.0,0.0,9.0,1.0,5400.0,9.0,360.0,1080.0,0.0,0.0,7.0,0.0,13.0,0.0,0.0,0.0
2017-01-07,3286,12.0,12.0,55.76944140197153,90.0,13662.667540061953,8000.0,2600.0,0.0,0.0,13.0,0.902,5400.0,9.0,360.0,1080.0,0.0,0.0,6.0,0.0,10.0,0.0,0.0,0.0
2017-01-08,3285,14.0,14.0,63.96495071193866,104.0,13590.613673720542,8200.0,2800.0,0.0,0.0,13.0,1.0,5400.0,9.0,360.0,1080.0,0.0,0.0,9.0,0.0,11.0,0.0,0.0,0.0
2017-01-09,3285,18.0,18.0,70.16155531215773,108.0,13611.84659322301,6200.0,800.0,0.0,0.0,4.0,0.0,5400.0,9.0,360.0,1080.0,0.0,0.0,6.0,0.0,11.0,0.0,0.0,0.0
2017-01-10,3299,18.0,18.0,78.55695509309967,123.0,13667.054023800774,8400.0,3000.0,0.0,0.0,14.0,0.278,5400.0,9.0,360.0,1080.0,0.0,0.0,8.0,0.0,14.0,0.0,0.0,0.0
