datetime,active_leaks,new_leaks,n_tags,rolling_cost_estimate,cum_repaired_leaks,daily_emissions_kg,total_daily_cost,repair_cost,verification_cost,natural_redund_tags,natural_n_tags,OGI_prop_sites_avail,OGI_cost,OGI_sites_visited,OGI_travel_time,OGI_survey_time,OGI_redund_tags,OGI_missed_leaks,OGI_sites_vis_w_leaks,OGI_eff_flags,OGI_n_tags,OGI_flags_redund1,OGI_flags_redund2,OGI_flag_wo_vent
2017-01-01,3313,9.0,9.0,8.595290251916758,16.0,15787.623488936402,8600.0,3200.0,0.0,0.0,16.0,0.746,5400.0,9.0,360.0,1080.0,0.0,0.0,7.0,0.0,13.0,0.0,0.0,0.0
2017-01-02,3306,14.0,14.0,15.991237677984666,26.0,15532.24030123879,7400.0,2000.0,0.0,0.0,10.0,0.746,5400.0,9.0,360.0,1080.0,0.0,0.0,8.0,0.0,20.0,0.0,0.0,0.0
2017-01-03,3310,10.0,10.0,23.387185104052573,36.0,15486.575862513591,7400.0,2000.0,0.0,0.0,10.0,0.34,5400.0,9.0,360.0,1080.0,0.0,0.0,8.0,0.0,20.0,0.0,0.0,0.0
2017-01-04,3310,9.0,9.0,30.58324205914567,45.0,15482.766710749287,7200.0,1800.0,0.0,0.0,9.0,0.106,5400.0,9.0,360.0,1080.0,0.0,0.0,9.0,0.0,21.0,0.0,0.0,0.0
2017-01-05,3310,16.0,16.0,38.378970427163196,57.0,15514.88648144503,7800.0,2400.0,0.0,0.0,11.0,0.32,5400.0,9.0,360.0,1080.0,0.0,0.0,7.0,0.0,20.0,0.0,0.0,0.0
2017-01-06,3314,16.0,16.0,46.57447973713034,71.0,15510.004411386917,8200.0,2800.0,0.0,0.0,13.0,1.0,5400.0,9.0,360.0,1080.0,0.0,0.0,7.0,0.0,17.0,0.0,0.0,0.0
2017-01-07,3316,17.0,17.0,54.17031763417305,82.0,15538.235827959405,7600.0,2200.0,0.0,0.0,10.0,0.894,5400.0,9.0,360.0,1080.0,0.0,0.0,7.0,0.0,15.0,0.0,0.0,0.0
2017-01-08,3322,10.0,10.0,64.16484118291348,105.0,15507.91565573676,10000.0,4600.0,0.0,0.0,22.0,1.0,5400.0,9.0,360.0,1080.0,0.0,0.0,6.0,0.0,12.0,0.0,0.0,0.0
2017-01-09,3309,10.0,10.0,71.76067907995619,116.0,15504.577182700059,7600.0,2200.0,0.0,0.0,11.0,0.0,5400.0,9.0,360.0,1080.0,0.0,0.0,6.0,0.0,19.0,0.0,0.0,0.0
2017-01-10,3308,10.0,10.0,81.35542168674698,137.0,15501.935170951847,9600.0,4200.0,0.0,0.0,20.0,0.254,5400.0,9.0,360.0,1080.0,0.0,0.0,7.0,0.0,10.0,0.0,0.0,0.0
