datetime,active_leaks,new_leaks,n_tags,rolling_cost_estimate,cum_repaired_leaks,daily_emissions_kg,total_daily_cost,repair_cost,verification_cost,natural_redund_tags,natural_n_tags
2017-01-01,1561,21.0,21.0,4.197699890470974,21.0,6926.11113943816,4200.0,4200.0,0.0,0.0,21.0
2017-01-02,1561,22.0,22.0,6.396495071193866,32.0,6982.730664160291,2200.0,2200.0,0.0,0.0,11.0
2017-01-03,1572,8.0,8.0,9.594742606790799,48.0,6961.529841985509,3200.0,3200.0,0.0,0.0,16.0
2017-01-04,1564,14.0,14.0,13.592552026286967,68.0,6951.959588775045,4000.0,4000.0,0.0,0.0,20.0
2017-01-05,1558,12.0,12.0,16.590909090909093,83.0,6859.2844342750805,3000.0,3000.0,0.0,0.0,15.0
2017-01-06,1555,18.0,18.0,17.790251916757942,89.0,6889.885458112453,1200.0,1200.0,0.0,0.0,6.0
2017-01-07,1567,7.0,7.0,19.989047097480835,100.0,6880.406114228379,2200.0,2200.0,0.0,0.0,11.0
2017-01-08,1563,13.0,13.0,23.58707557502738,118.0,6869.489765576805,3600.0,3600.0,0.0,0.0,18.0
2017-01-09,1558,20.0,20.0,26.185651697699893,131.0,6954.146125931415,2600.0,2600.0,0.0,0.0,13.0
2017-01-10,1565,11.0,11.0,28.384446878422782,142.0,6994.530033757919,2200.0,2200.0,0.0,0.0,11.0
2017-01-11,1565,14.0,14.0,30.18346111719606,151.0,7057.523383037967,1800.0,1800.0,0.0,0.0,9.0
2017-01-12,1570,10.0,10.0,32.782037239868565,164.0,6992.29114836639,2600.0,2600.0,0.0,0.0,13.0
2017-01-13,1567,11.0,11.0,34.78094194961665,174.0,7088.937286284611,2000.0,2000.0,0.0,0.0,10.0
2017-01-14,1568,20.0,20.0,37.779299014238774,189.0,7072.87889254012,3000.0,3000.0,0.0,0.0,15.0
2017-01-15,1573,18.0,18.0,39.778203723986856,199.0,7097.836082102169,2000.0,2000.0,0.0,0.0,10.0
2017-01-16,1581,13.0,13.0,41.97699890470975,210.0,7056.785676462755,2200.0,2200.0,0.0,0.0,11.0
2017-01-17,1583,13.0,13.0,44.175794085432635,221.0,7122.961595369683,2200.0,2200.0,0.0,0.0,11.0
2017-01-18,1585,13.0,13.0,45.97480832420592,230.0,7170.780017027442,1800.0,1800.0,0.0,0.0,9.0
2017-01-19,1589,12.0,12.0,48.373493975903614,242.0,7141.326144211043,2400.0,2400.0,0.0,0.0,12.0
2017-01-20,1589,22.0,22.0,51.37185104052573,257.0,7159.315127897179,3000.0,3000.0,0.0,0.0,15.0
2017-01-21,1596,16.0,16.0,54.37020810514787,272.0,7161.704529959909,3000.0,3000.0,0.0,0.0,15.0
2017-01-22,1597,13.0,13.0,56.56900328587076,283.0,7099.475441050271,2200.0,2200.0,0.0,0.0,11.0
2017-01-23,1599,11.0,11.0,59.367469879518076,297.0,7100.909058750168,2800.0,2800.0,0.0,0.0,14.0
2017-01-24,1596,18.0,18.0,62.96549835706462,315.0,7080.9425257015055,3600.0,3600.0,0.0,0.0,18.0
2017-01-25,1596,21.0,21.0,66.76341730558597,334.0,7140.177573662411,3800.0,3800.0,0.0,0.0,19.0
2017-01-26,1598,13.0,13.0,68.56243154435926,343.0,7215.814570737626,1800.0,1800.0,0.0,0.0,9.0
2017-01-27,1602,16.0,16.0,71.56078860898138,358.0,7154.6709316532815,3000.0,3000.0,0.0,0.0,15.0
2017-01-28,1603,18.0,18.0,74.95892661555312,375.0,7130.480982808371,3400.0,3400.0,0.0,0.0,17.0
2017-01-29,1604,9.0,9.0,78.55695509309967,393.0,7006.156283019191,3600.0,3600.0,0.0,0.0,18.0
2017-01-30,1595,17.0,17.0,79.95618838992334,400.0,7002.886426811124,1400.0,1400.0,0.0,0.0,7.0
2017-01-31,1605,10.0,10.0,82.15498357064622,411.0,7035.568239269447,2200.0,2200.0,0.0,0.0,11.0
2017-02-01,1604,20.0,20.0,85.35323110624314,427.0,6995.515818008972,3200.0,3200.0,0.0,0.0,16.0
2017-02-02,1608,22.0,22.0,87.35213581599125,437.0,7035.968727541757,2000.0,2000.0,0.0,0.0,10.0
2017-02-03,1620,19.0,19.0,89.95071193866376,450.0,7054.959522122392,2600.0,2600.0,0.0,0.0,13.0
2017-02-04,1626,18.0,18.0,91.54983570646222,458.0,7093.095741766061,1600.0,1600.0,0.0,0.0,8.0
2017-02-05,1636,14.0,14.0,94.14841182913473,471.0,7139.107112064226,2600.0,2600.0,0.0,0.0,13.0
2017-02-06,1637,12.0,12.0,96.54709748083242,483.0,7125.041124371026,2400.0,2400.0,0.0,0.0,12.0
2017-02-07,1637,15.0,15.0,98.34611171960569,492.0,7138.105482404685,1800.0,1800.0,0.0,0.0,9.0
2017-02-08,1643,14.0,14.0,102.14403066812706,511.0,7092.719208907427,3800.0,3800.0,0.0,0.0,19.0
2017-02-09,1638,11.0,11.0,104.54271631982476,523.0,7095.690000077135,2400.0,2400.0,0.0,0.0,12.0
2017-02-10,1637,16.0,16.0,106.94140197152245,535.0,7085.543910790148,2400.0,2400.0,0.0,0.0,12.0
2017-02-11,1641,12.0,12.0,109.9397590361446,550.0,7097.035686683058,3000.0,3000.0,0.0,0.0,15.0
2017-02-12,1638,13.0,13.0,111.73877327491786,559.0,7098.250290248809,1800.0,1800.0,0.0,0.0,9.0
2017-02-13,1642,20.0,20.0,115.13691128148959,576.0,6961.085155080024,3400.0,3400.0,0.0,0.0,17.0
2017-02-14,1645,15.0,15.0,116.33625410733845,582.0,6991.628686115745,1200.0,1200.0,0.0,0.0,6.0
2017-02-15,1654,19.0,19.0,119.33461117196057,597.0,7012.8553039117005,3000.0,3000.0,0.0,0.0,15.0
2017-02-16,1658,11.0,11.0,122.13307776560788,611.0,6927.157307462104,2800.0,2800.0,0.0,0.0,14.0
2017-02-17,1655,10.0,10.0,124.13198247535598,621.0,6951.384263587605,2000.0,2000.0,0.0,0.0,10.0
2017-02-18,1655,12.0,12.0,127.73001095290252,639.0,6949.446790581416,3600.0,3600.0,0.0,0.0,18.0
2017-02-19,1649,14.0,14.0,129.92880613362541,650.0,6950.189254361641,2200.0,2200.0,0.0,0.0,11.0
2017-02-20,1652,12.0,12.0,133.12705366922233,666.0,7001.4814557240725,3200.0,3200.0,0.0,0.0,16.0
2017-02-21,1648,14.0,14.0,135.72562979189487,679.0,6974.957177173006,2600.0,2600.0,0.0,0.0,13.0
2017-02-22,1649,12.0,12.0,138.12431544359254,691.0,6925.902638901535,2400.0,2400.0,0.0,0.0,12.0
2017-02-23,1649,15.0,15.0,140.12322015334064,701.0,7044.27638164136,2000.0,2000.0,0.0,0.0,10.0
2017-02-24,1654,20.0,20.0,143.72124863088717,719.0,7052.405720433369,3600.0,3600.0,0.0,0.0,18.0
2017-02-25,1656,17.0,17.0,146.5197152245345,733.0,7028.943849887285,2800.0,2800.0,0.0,0.0,14.0
2017-02-26,1659,11.0,11.0,149.118291347207,746.0,7037.705868405269,2600.0,2600.0,0.0,0.0,13.0
2017-02-27,1657,13.0,13.0,152.51642935377876,763.0,6946.802591106155,3400.0,3400.0,0.0,0.0,17.0
2017-02-28,1653,20.0,20.0,155.5147864184009,778.0,6951.689748638164,3000.0,3000.0,0.0,0.0,15.0
2017-03-01,1658,10.0,10.0,157.91347207009858,790.0,6940.436614512392,2400.0,2400.0,0.0,0.0,12.0
2017-03-02,1656,13.0,13.0,161.31161007667032,807.0,6967.510027912824,3400.0,3400.0,0.0,0.0,17.0
2017-03-03,1652,17.0,17.0,163.3105147864184,817.0,6951.420910173339,2000.0,2000.0,0.0,0.0,10.0
2017-03-04,1659,18.0,18.0,166.30887185104052,832.0,7003.889759366086,3000.0,3000.0,0.0,0.0,15.0
2017-03-05,1662,15.0,15.0,168.50766703176342,843.0,6996.1691819981215,2200.0,2200.0,0.0,0.0,11.0
2017-03-06,1666,15.0,15.0,170.7064622124863,854.0,6974.620797909831,2200.0,2200.0,0.0,0.0,11.0
2017-03-07,1670,11.0,11.0,173.70481927710844,869.0,6936.412017167029,3000.0,3000.0,0.0,0.0,15.0
2017-03-08,1666,14.0,14.0,175.70372398685652,879.0,6942.544962090556,2000.0,2000.0,0.0,0.0,10.0
2017-03-09,1670,11.0,11.0,178.1024096385542,891.0,6941.953245957463,2400.0,2400.0,0.0,0.0,12.0
2017-03-10,1669,13.0,13.0,180.70098576122672,904.0,6954.793224336452,2600.0,2600.0,0.0,0.0,13.0
2017-03-11,1669,10.0,10.0,182.69989047097482,914.0,6961.159263477021,2000.0,2000.0,0.0,0.0,10.0
2017-03-12,1669,14.0,14.0,186.09802847754653,931.0,6962.892127052796,3400.0,3400.0,0.0,0.0,17.0
2017-03-13,1666,14.0,14.0,188.09693318729464,941.0,6953.627549645137,2000.0,2000.0,0.0,0.0,10.0
2017-03-14,1670,12.0,12.0,190.09583789704274,951.0,6954.359091376915,2000.0,2000.0,0.0,0.0,10.0
2017-03-15,1672,16.0,16.0,193.29408543263966,967.0,6931.919253519063,3200.0,3200.0,0.0,0.0,16.0
2017-03-16,1672,9.0,9.0,194.8932092004381,975.0,6925.256996916447,1600.0,1600.0,0.0,0.0,8.0
