datetime,active_leaks,new_leaks,n_tags,rolling_cost_estimate,cum_repaired_leaks,daily_emissions_kg,total_daily_cost,repair_cost,verification_cost,natural_redund_tags,natural_n_tags
2017-01-01,1650,9.0,9.0,1.9989047097480832,10.0,7439.553363755424,2000.0,2000.0,0.0,0.0,10.0
2017-01-02,1649,12.0,12.0,5.197152245345016,26.0,7383.660652788488,3200.0,3200.0,0.0,0.0,16.0
2017-01-03,1645,14.0,14.0,8.595290251916758,43.0,7369.518755358338,3400.0,3400.0,0.0,0.0,17.0
2017-01-04,1642,21.0,21.0,12.193318729463307,61.0,7426.893878322332,3600.0,3600.0,0.0,0.0,18.0
2017-01-05,1645,15.0,15.0,16.790799561883897,84.0,7256.016523596677,4600.0,4600.0,0.0,0.0,23.0
2017-01-06,1637,15.0,15.0,19.38937568455641,97.0,7209.503924079421,2600.0,2600.0,0.0,0.0,13.0
2017-01-07,1639,15.0,15.0,21.78806133625411,109.0,7199.839160924768,2400.0,2400.0,0.0,0.0,12.0
2017-01-08,1642,16.0,16.0,23.78696604600219,119.0,7229.832850798323,2000.0,2000.0,0.0,0.0,10.0
2017-01-09,1648,15.0,15.0,26.78532311062432,134.0,7249.115676264176,3000.0,3000.0,0.0,0.0,15.0
2017-01-10,1648,14.0,14.0,29.58378970427163,148.0,7239.498178927401,2800.0,2800.0,0.0,0.0,14.0
2017-01-11,1648,16.0,16.0,31.582694414019716,158.0,7282.807184215296,2000.0,2000.0,0.0,0.0,10.0
2017-01-12,1654,23.0,23.0,34.58105147864184,173.0,7341.049567993384,3000.0,3000.0,0.0,0.0,15.0
2017-01-13,1662,14.0,14.0,36.77984665936473,184.0,7305.851502050879,2200.0,2200.0,0.0,0.0,11.0
2017-01-14,1665,10.0,10.0,40.7776560788609,204.0,7304.269951759757,4000.0,4000.0,0.0,0.0,20.0
2017-01-15,1655,12.0,12.0,44.97535596933188,225.0,7196.692155999982,4200.0,4200.0,0.0,0.0,21.0
2017-01-16,1646,17.0,17.0,46.97426067907996,235.0,7157.888787997808,2000.0,2000.0,0.0,0.0,10.0
2017-01-17,1653,25.0,25.0,50.17250821467689,251.0,7189.579351794478,3200.0,3200.0,0.0,0.0,16.0
2017-01-18,1662,11.0,11.0,53.37075575027382,267.0,7146.172942410572,3200.0,3200.0,0.0,0.0,16.0
2017-01-19,1657,14.0,14.0,56.56900328587076,283.0,7221.712690397114,3200.0,3200.0,0.0,0.0,16.0
2017-01-20,1655,13.0,13.0,60.96659364731653,305.0,7132.216535134563,4400.0,4400.0,0.0,0.0,22.0
2017-01-21,1646,13.0,13.0,63.16538882803943,316.0,7141.335575098111,2200.0,2200.0,0.0,0.0,11.0
2017-01-22,1648,17.0,17.0,65.76396495071194,329.0,7323.027180638219,2600.0,2600.0,0.0,0.0,13.0
2017-01-23,1652,14.0,14.0,67.96276013143483,340.0,7293.6680842673795,2200.0,2200.0,0.0,0.0,11.0
2017-01-24,1655,11.0,11.0,69.7617743702081,349.0,7333.076465178156,1800.0,1800.0,0.0,0.0,9.0
2017-01-25,1657,19.0,19.0,71.36089813800658,357.0,7365.267001129849,1600.0,1600.0,0.0,0.0,8.0
2017-01-26,1668,14.0,14.0,73.55969331872946,368.0,7385.276207538866,2200.0,2200.0,0.0,0.0,11.0
2017-01-27,1671,12.0,12.0,76.35815991237679,382.0,7365.638604916587,2800.0,2800.0,0.0,0.0,14.0
2017-01-28,1669,7.0,7.0,78.95673603504929,395.0,7366.355213916242,2600.0,2600.0,0.0,0.0,13.0
2017-01-29,1663,14.0,14.0,80.75575027382256,404.0,7332.98415185959,1800.0,1800.0,0.0,0.0,9.0
2017-01-30,1668,24.0,24.0,83.55421686746988,418.0,7336.701407949508,2800.0,2800.0,0.0,0.0,14.0
2017-01-31,1678,13.0,13.0,86.552573932092,433.0,7275.414765790365,3000.0,3000.0,0.0,0.0,15.0
2017-02-01,1676,14.0,14.0,89.55093099671413,448.0,7344.80026919673,3000.0,3000.0,0.0,0.0,15.0
2017-02-02,1675,4.0,4.0,92.74917853231105,464.0,7291.439696606808,3200.0,3200.0,0.0,0.0,16.0
