leak_ID,facility_ID,equipment_group,rate,lat,lon,status,days_active,days_active_prog_start,tagged,component,date_began,date_tagged,tagged_by_company,tagged_by_crew,init_detect_by,init_detect_date,requires_shutdown,date_repaired,repair_delay,cum_frac_leaks,cum_rate,cum_frac_rate
ABRAND00943_0000000005,ABRAND00943,1,4.044428017059152,52.68,-114.17,active,181,0,False,unknown,2021-07-02,,,,,,False,,,0.0,4.044428017059152,0.1428427236368185
ABRAND00509_0000000006,ABRAND00509,4,0.8212289327181703,53.73,-115.69,active,121,0,False,unknown,2021-08-31,,,,,,False,,,0.001893939393939394,4.865656949777323,0.17184721499728503
ABRAND00445_0000000002,ABRAND00445,1,0.7867123617580328,53.96,-115.87,active,259,0,False,unknown,2021-04-15,,,,,,False,,,0.003787878787878788,5.652369311535356,0.19963263632219816
ABRAND00991_0000000008,ABRAND00991,1,0.5791255921841639,52.86,-114.0,active,2,0,False,unknown,2021-12-28,,,,,,False,,,0.005681818181818182,6.23149490371952,0.22008642523040647
ABRAND00073_0000000004,ABRAND00073,3,0.5000417383644941,54.72,-119.58,active,327,0,False,unknown,2021-02-06,,,,,,False,,,0.007575757575757576,6.731536642084015,0.23774709901142016
ABRAND01099_0000000008,ABRAND01099,1,0.48564470172919344,50.23,-111.31,active,75,0,False,unknown,2021-10-16,,,,,,False,,,0.00946969696969697,7.217181343813208,0.2548992925038464
ABRAND00067_0000000004,ABRAND00067,1,0.48075931604114547,54.85,-119.61,active,6,0,False,unknown,2021-12-24,,,,,,False,,,0.011363636363636364,7.697940659854353,0.27187894199381946
ABRAND00688_0000000003,ABRAND00688,1,0.42522503773117565,53.15,-115.03,active,324,0,False,unknown,2021-02-09,,,,,,False,,,0.013257575757575758,8.123165697585529,0.286897209667738
ABRAND01050_0000000007,ABRAND01050,1,0.41016328104708955,56.17,-112.93,active,97,0,False,unknown,2021-09-24,,,,,,False,,,0.015151515151515152,8.53332897863262,0.30138352020496506
ABRAND00683_0000000005,ABRAND00683,3,0.3964363758375014,52.94,-115.05,active,239,0,False,unknown,2021-05-05,,,,,,False,,,0.017045454545454544,8.92976535447012,0.3153850184228798
ABRAND00214_0000000010,ABRAND00214,3,0.27401896685705257,54.45,-118.7,active,200,0,False,unknown,2021-06-13,,,,,,False,,,0.01893939393939394,9.203784321327174,0.3250629297094478
ABRAND00252_0000000007,ABRAND00252,3,0.23982860397566624,53.78,-117.83,active,22,0,False,unknown,2021-12-08,,,,,,False,,,0.020833333333333336,9.44361292530284,0.33353329210764177
ABRAND01138_0000000004,ABRAND01138,3,0.23355664683077373,54.86,-110.67,active,134,0,False,unknown,2021-08-18,,,,,,False,,,0.022727272727272728,9.677169572133614,0.3417821390190151
ABRAND01111_0000000004,ABRAND01111,4,0.23132894702538165,50.19,-110.98,active,276,0,False,unknown,2021-03-29,,,,,,False,,,0.02462121212121212,9.908498519158996,0.34995230713914655
ABRAND00227_0000000000,ABRAND00227,3,0.22932631612708165,54.49,-118.63,active,306,0,False,unknown,2021-02-27,,,,,,False,,,0.026515151515151516,10.137824835286079,0.3580517455415661
ABRAND00882_0000000003,ABRAND00882,2,0.2251043079480848,52.56,-114.29,active,182,0,False,unknown,2021-07-01,,,,,,False,,,0.02840909090909091,10.362929143234163,0.36600206937328217
