leak_ID,facility_ID,equipment_group,rate,lat,lon,status,days_active,days_active_prog_start,tagged,component,date_began,date_tagged,tagged_by_company,tagged_by_crew,init_detect_by,init_detect_date,requires_shutdown,date_repaired,repair_delay,cum_frac_leaks,cum_rate,cum_frac_rate
ABRAND00887_0000000011,ABRAND00887,1,3.0305767017549097,52.6,-114.28,active,97,0,False,unknown,2021-09-24,,,,,,False,,,0.0,3.0305767017549097,0.11893286570755977
ABRAND00972_0000000003,ABRAND00972,3,0.5543104895348616,53.04,-114.08,active,229,0,False,unknown,2021-05-15,,,,,,False,,,0.002053388090349076,3.5848871912897713,0.14068639366610508
ABRAND00771_0000000003,ABRAND00771,1,0.45497608486431623,52.25,-114.6,active,13,0,False,unknown,2021-12-17,,,,,,False,,,0.004106776180698152,4.039863276154088,0.15854161230154984
ABRAND00930_0000000006,ABRAND00930,4,0.4296402304249432,52.81,-114.19,active,64,0,False,unknown,2021-10-27,,,,,,False,,,0.006160164271047228,4.469503506579031,0.17540254302740985
ABRAND00781_0000000003,ABRAND00781,1,0.40907948370065134,52.53,-114.56,active,239,0,False,unknown,2021-05-05,,,,,,False,,,0.008213552361396304,4.878582990279682,0.19145658161040102
ABRAND00943_0000000007,ABRAND00943,1,0.3562933658721586,52.68,-114.17,active,119,0,False,unknown,2021-09-02,,,,,,False,,,0.01026694045174538,5.23487635615184,0.20543906587197072
ABRAND00871_0000000001,ABRAND00871,2,0.35373047055965334,52.32,-114.32,active,96,0,False,unknown,2021-09-25,,,,,,False,,,0.012320328542094456,5.5886068267114934,0.21932097109726387
ABRAND00758_0000000005,ABRAND00758,4,0.34306413877661845,52.95,-114.66,active,187,0,False,unknown,2021-06-26,,,,,,False,,,0.014373716632443533,5.931670965488112,0.2327842835824989
ABRAND01016_0000000006,ABRAND01016,2,0.34057127883324945,53.74,-113.8,active,166,0,False,unknown,2021-07-17,,,,,,False,,,0.01642710472279261,6.272242244321362,0.2461497655205972
ABRAND00694_0000000005,ABRAND00694,4,0.3128287814979329,52.1,-115.0,active,116,0,False,unknown,2021-09-05,,,,,,False,,,0.018480492813141684,6.585071025819294,0.2584265125297749
ABRAND00491_0000000004,ABRAND00491,4,0.30602048502705353,52.89,-115.74,active,90,0,False,unknown,2021-10-01,,,,,,False,,,0.02053388090349076,6.891091510846348,0.2704360726997614
ABRAND00519_0000000004,ABRAND00519,1,0.30263938173711424,52.59,-115.64,active,134,0,False,unknown,2021-08-18,,,,,,False,,,0.022587268993839837,7.193730892583462,0.28231294383294087
ABRAND01136_0000000005,ABRAND01136,3,0.2752785662872456,54.9,-110.68,active,313,0,False,unknown,2021-02-20,,,,,,False,,,0.024640657084188913,7.469009458870707,0.29311605887617737
ABRAND00644_0000000005,ABRAND00644,1,0.2673716639987289,52.97,-115.17,active,137,0,False,unknown,2021-08-15,,,,,,False,,,0.026694045174537988,7.736381122869436,0.3036088730623201
ABRAND00788_0000000007,ABRAND00788,2,0.25154885462342674,52.56,-114.54,active,310,0,False,unknown,2021-02-23,,,,,,False,,,0.028747433264887066,7.987929977492863,0.3134807321472574
